,Gene_x
146102,LINC01031
889690,LINC01055
87111,LINC01091
147704,LINC01115_ENSG00000237667
139542,LINC01116
20175,LINC01117
267474,LINC01120
142727,LINC01123
144839,LINC01132
638975,LINC01133
271506,LINC01143
646908,LINC01147
151016,LINC01152
33797,LINC01159
837314,LINC01163
827455,LINC01191
84136,LINC01198
210193,LINC01214
84448,LINC01219
899843,LINC01226
90780,LINC01227
152726,LINC01229
90978,LINC01238_ENSG00000261186
146745,LINC01250
142729,LINC01257
390181,LINC01270
146001,LINC01273
145223,LINC01277
147022,LINC01281
145594,LINC01284
80679,LINC01285
155721,LINC01297
84027,LINC01305
641887,LINC01309
85923,LINC01352
515173,LINC01357
527832,LINC01374
84350,LINC01412
88094,LINC01414
150173,LINC01419
142893,LINC01446
394783,LINC01447
94468,LINC01451
525352,LINC01478
277949,LINC01482
211940,LINC01484
88436,LINC01485
270502,LINC01505
82705,LINC01509
149365,LINC01511
640046,LINC01515
208793,LINC01524
82188,LINC01526
878209,LINC01535
82901,LINC01537
153834,LINC01538
896083,LINC01543
85301,LINC01553
147481,LINC01554
80877,LINC01556
885194,LINC01562
80591,LINC01565
87850,LINC01609
147698,LINC01610
644373,LINC01618
889673,LINC01634
146710,LINC01641
19758,LINC01644
146896,LINC01659
85171,LINC01664
32574,LINC01670
144191,LINC01671
144033,LINC01691
206667,LINC01724
156348,LINC01727
93940,LINC01730
84501,LINC01762
639253,LINC01770
277731,LINC01775
154224,LINC01801
82087,LINC01823
147449,LINC01829
213999,LINC01833
145565,LINC01840
277713,LINC01842
82504,LINC01907
91841,LINC01909
20720,LINC01918
896796,LINC01926
268947,LINC01939
307730,LINC01949
456506,LINC01967
147562,LINC01968
31622,LINC01990
157898,LINC02006
81482,LINC02026
890974,LINC02027
156417,LINC02033
886931,LINC02036
209701,LINC02037
148044,LINC02042
519659,LINC02044
890895,LINC02050
253471,LINC02055
149353,LINC02059
81747,LINC02068
154082,LINC02073
649303,LINC02078
395082,LINC02087
888430,LINC02090
149949,LINC02099
891983,LINC02105
149348,LINC02121
214241,LINC02130
644207,LINC02147
337116,LINC02156
91313,LINC02175
400077,LINC02182
25910,LINC02201
213928,LINC02206
86808,LINC02217
87170,LINC02218
148477,LINC02226
397142,LINC02228
87736,LINC02236
90542,LINC02240
81842,LINC02247
268109,LINC02249
85914,LINC02257
461670,LINC02284
148528,LINC02288
142290,LINC02291
151360,LINC02298
25846,LINC02315
275376,LINC02320
151488,LINC02327
898446,LINC02340
156790,LINC02357
150334,LINC02365
152527,LINC02367
275116,LINC02373
7979,LINC02381
27643,LINC02395
27623,LINC02399
151078,LINC02414
151459,LINC02416
24910,LINC02469
20005,LINC02471
95226,LINC02478
460100,LINC02489
1015965,LINC02506
84279,LINC02518
142651,LINC02520
146496,LINC02524
392206,LINC02527
146909,LINC02539
392034,LINC02542
150592,LINC02551
145370,LINC02572
641513,LINC02573
146623,LINC02574
154077,LINC02594
153055,LINC02605
82537,LINC02608
827282,LINC02609
269321,LINC02641
22456,LINC02642
268117,LINC02648
35305,LINC02680
142450,LINC02692
150539,LINC02695
396893,LINC02701
273351,LINC02714
512547,LINC02724
155511,LINC02725
142665,LINC02731
893071,LINC02732
645546,LINC02749
95505,LINC02765
145357,LINC02766
454427,LINC02770
1021319,LINC02772
826971,LINC02777
157090,LINC02795
144676,LINC02798
155657,LINC02804
155939,LINC02809
280419,LINC02815
282763,LINC02834
892938,LINC02842
145393,LINC02851
888404,LINC02857
160418,LINC02864
393030,LINC02865
89352,LINC02874
271518,LINC02877
16922,LINC02880
455303,LINC02884
465922,LINC02887
887121,LINC02909
79097,LINC02913
450121,LINC02915
209665,LINC02918
82876,LINC02936
85095,LINC02939
87894,LINC02948
153666,LINC02958
156369,LINC02961
150917,LINC02963
395210,LINC02971
824249,LINC02982
211245,LINC02999
271933,LINC03000
88688,LINC03019
88139,LINC03022
91323,LINC03048
89906,LINC03058
641828,LINC03068
343755,LINC03074
638809,LINC03076
143309,LINGO4
639791,LMCD1-AS1
139056,LMNTD1
889028,LNCARSR
274011,LNMICC
125473,LONRF2
632562,LOX
142473,LPA
140331,LPAR3
633943,LPAR4
134891,LPIN3
261479,LRAT
262966,LRFN2
874494,LRIG3
90071,LRP1-AS
891967,LRP2BP-AS1
458013,LRP4-AS1
203433,LRRC26
510653,LRRC36
75856,LRRC39
385540,LRRC4
16497,LRRC8E
633231,LRRC9
389550,LRRIQ4
16920,LRRN1
820972,LRRN2
510047,LRTM1
94710,LSINCT5
132629,LTBP2
624891,LURAP1L
65959,LY6G6C
148758,LY75-CD302
15189,LYPD6B
68474,LYVE1
129372,LZTS1
274930,MADD-AS1
138639,MAEL
397936,MAFA-AS1
508538,MAG
634826,MAMDC2
389923,MAP1LC3C
147825,MAP3K20-AS1
25694,MAP9-AS1
152110,MAPK6-DT
12704,MAPK8IP2
264313,MARCHF10
186841,MARK1
92580,MAST3-AS1
387813,MBD3L1
132353,MCF2L-AS1
198484,MCOLN3
633620,MDGA2
633550,MDH1B
887897,MED4-AS1
269117,MED8-AS1
380281,MEG3
256506,MEG8
139246,MEGF11
640828,MEIS1-AS2
627914,MEIS2
383283,MEIS3
464664,MESTIT1
200395,METTL21C
569803,METTL24
150548,MEX3A
619024,MFAP2
79708,MFSD6L
69702,MGP
639461,MICALL2-DT
91764,MILIP
879609,MIOX
14511,MIP
8704,MIPOL1
283145,MIR100HG
397357,MIR124-1HG
148297,MIR1302-2HG
454252,MIR1302-9HG
283055,MIR130AHG
637857,MIR1915HG
21649,MIR194-2HG
86554,MIR3150BHG
282717,MIR31HG
640281,MIR4500HG
72113,MIR4733HG
222484,MIR663AHG
881613,MKX
137667,MLANA
250255,MME
507361,MMP11
70512,MMP14
628607,MMP2
90518,MMP2-AS1
139115,MMP21
137906,MMP24
633495,MMP7
12283,MN1
446935,MORC1
75419,MPP2
74894,MPP4
505630,MRC2
687504,MS4A2
78014,MS4A5
80209,MSANTD1
250452,MSX1
133514,MT1A
262241,MTTP
881396,MUC4
247571,MXRA8
147428,MYB-AS1
332887,MYCBP2-AS1
97761,MYCBP2-AS2
620231,MYCN
75485,MYF6
260650,MYH7
199271,MYL2
139370,MYL3
198904,MYLK2
868378,MYO1B
260460,MYO3B
877291,MYO5B
83518,MYOSLID
635984,MYOZ1
634782,MYOZ3
458711,MYOZ3-AS1
18390,MYT1
141761,MYT1L
462758,MYZAP
378342,NAALAD2
140874,NAALADL2
138327,NACAD
261817,NALF2
254176,NAV2
30968,NAV2-AS6
70006,NAV3
155892,NAXD-AS1
144799,NCAM1-AS1
74392,NCAM2
82345,NCBP2-AS1
512104,NCKAP5
818033,NCS1
874470,NDUFA4L2
624677,NECAB1
150597,NECTIN1-DT
126294,NECTIN3
148183,NECTIN3-AS1
137146,NEFM
80762,NEU4
448957,NEURL3
25238,NEUROG2-AS1
261535,NEUROG3
879233,NEXMIF
90829,NFATC2IP-AS1
393126,NFE4
652327,NFIA-AS1
139768,NGB
136645,NGEF
78531,NHERF4
441957,NID2
900942,NIPAL4-DT
62168,NKAIN1
451473,NKAIN2
636152,NKPD1
261426,NKX2-3
635248,NLGN1
17275,NLRP11
201249,NLRP4
141665,NLRP9
77319,NMNAT2
881847,NODAL
390071,NOS1AP
382894,NOTCH3
636715,NOTUM
132453,NOVA1
261847,NPAS1
16443,NPAS2
14098,NPBWR2
31942,NPHP3-ACAD11
210665,NPHP3-AS1
893537,NPIPB8
80387,NPIPB9
634390,NPM2
622262,NPR3
140300,NPTX1
13974,NPY
280040,NR2E3
124845,NR5A2
377802,NRARP
141960,NRN1L
502409,NRP1
632452,NRXN2
882829,NSG2
74747,NTN1
131931,NTN4
637551,NTRK1
748807,NTRK2
942301,NUDT10
152921,NUP93-DT
133390,NUPR1
265391,NUPR2
203453,NUTM2A
80095,NUTM2B
386395,NXF3
137934,NXF5
139900,NYAP1
272420,OCIAD1-AS1
635190,ODAD2
885435,ODAD4
140605,ODAPH
881791,ODF1
83576,OGFR-AS1
77147,OLAH
632729,OLFM3
68201,OLFML2A
495783,OLFML3
69670,OLR1
129950,OMD
82144,OPA1-AS1
140447,OR10AD1
266031,OR11G2
151114,OR13A1
633456,OR1J1
86530,OR2AE1
78967,OR2B11
80294,OR2C3
202813,OR2D3
18377,OR2L13
266345,OR2L2
18552,OR2L5
635926,OR2T33
209742,OR2W3
143575,OR3A2
883874,OR4C6
822003,OR52A1
636255,OR52N2
79267,OR52N5
264523,OR5AN1
85329,OR5H14
265401,OR7A17
203093,OR8H3
446188,OSBPL6
882367,OSR2
71470,OTOA
140162,OTUD7A
80055,OVCH1
13401,OVOL3
158186,OXCT1-AS1
77890,OXGR1
125927,OXTR
141814,P2RY4
497912,P3H2
885480,PABPN1L
93511,PACERR
130470,PACSIN3
880391,PAEP
758159,PAGE5
255732,PAH
136726,PAK3
11265,PALM
33795,PANTR1
76518,PAQR5
890778,PAQR9-AS1
620880,PARD3B
262831,PART1
254148,PARVA
154819,PATJ-DT
159282,PATL1-DT
136466,PAX6
266278,PAX9
648714,PCAT18
135632,PCAT19
808281,PCDH1
448402,PCDH15
126995,PCDH18
140354,PCDHB1
142333,PCDHB11
137462,PCDHB5
140884,PCDHB9
3727,PCDHGA5
149973,PCDHGA7
153208,PCDHGB3
26069,PCDHGB6
203647,PCLO
577213,PCOLCE-AS1
387640,PCSK9
446509,PCYT1B
454926,PDE11A-AS1
440161,PDE2A
626705,PDE3A
147686,PDE7B-AS1
436228,PDGFRA
636746,PDIA2
127100,PDLIM3
62605,PDZK1
634913,PDZRN4
619770,PEAR1
138208,PEBP4
23372,PEF1-AS1
618882,PERM1
880158,PEX5L
86353,PFN2-AS1
393012,PGA3
83369,PGA4
4702,PGAM2
625109,PGAP4
82176,PGM5-AS1
94254,PGM5P3-AS1
627929,PHGR1
955978,PHLDA1-DT
130898,PHLDB1
140034,PHYHIP
262253,PIANP
877204,PIEZO2
264320,PIFO
889333,PIGO-AS1
218960,PIGY-DT
892326,PITPNM2-AS1
74978,PITPNM3
450970,PIWIL3
212865,PIWIL4-AS1
156118,PKD1L3
274128,PKIA-AS1
633768,PKLR
642758,PKN2-AS1
811036,PKP3
386276,PLA1A
635356,PLA2G1B
148533,PLA2G4E-AS1
635371,PLAC1
635597,PLAC8L1
193161,PLCE1
446945,PLCH1
78811,PLEKHD1
200962,PLEKHG4B
142067,PLET1
78080,PLIN4
877792,PLIN5
314834,PLP1
258806,PLPP2
263364,PLSCR2
506706,PLVAP
451928,PLXNB3
208157,PLXNB3-AS1
124899,PM20D1
945930,PMCH
75735,PMFBP1
129279,PNCK
147196,PNMA6A
144104,PNMA6F
135713,PNMA8B
319742,PNMT
79202,PNPLA1
632065,PNPLA3
136438,PON1
261919,POPDC3
19602,POU2AF3
141648,POU3F1
15245,POU4F1
143300,POU5F1B
137251,POU6F2
327128,PP2D1
277127,PPIAL4A
278488,PPIAL4H
436842,PPIC
200859,PPP1R1C
322722,PPP1R2C
65815,PPP1R3G
277168,PPP4R1-AS1
137641,PPP4R4
199194,PPY
145401,PRAC2
265430,PRAME
142385,PRB3
138070,PRDM12
894180,PRDM4-AS1
210664,PRDM8-AS1
460408,PRECSIT
624628,PREX2
79892,PRG2
868877,PRICKLE2
77831,PRKACG
884148,PRKD1
1780,PROC
136933,PRODH
198348,PROM1
331148,PRPS1L1
190316,PRR15
374948,PRR16
67095,PRRG1
82171,PRRT4
85325,PRRX2-AS1
871490,PRSS2
318912,PRSS22
136490,PRSS3
260888,PRSS33
572012,PRSS35
892689,PRSS51
71574,PRSS8
15004,PSD2
870481,PSORS1C1
15958,PTCHD1
259109,PTGER1
146299,PTGES2-AS1
134943,PTGIS
136822,PTHLH
620046,PTPN14
74789,PTPN21
191909,PTPN3
866834,PTPRF
273030,PTTG2
138858,PXDNL
867302,RAB25
195120,RAB26
882749,RAB3B
68651,RAB3IL1
138838,RAB41
866701,RAB42
92284,RAB5C-AS1
143604,RAB6C
827141,RAB6D
272189,RAD21L1
758728,RAG1
128959,RAI2
753014,RAMP2
72245,RAMP2-AS1
1003155,RAP1GAP
626776,RAPGEF3
126000,RARB
159717,RASA3-IT1
261166,RASAL1
639087,RASAL2-AS1
872573,RASEF
149658,RASGRF2-AS1
874274,RASSF8-AS1
627006,RASSF9
650581,RBAKDN
506029,RBFADN
198624,RBFOX1
142603,RBM20
776057,RCAN3AS
894248,RCCD1-AS1
454305,RD3L
76393,RDH5
434854,REEP1
449822,REG1B
825817,REL-DT
196695,REM1
148002,REPIN1-AS1
19152,RFPL3S
516625,RFPL4AL1
125738,RFTN2
265990,RFX8
877920,RGL3
148534,RGMB-AS1
139065,RGPD3
142260,RGPD4
76261,RGS22
132609,RGS6
17543,RGS7
632522,RHAG
76266,RHBG
451488,RHCE
451271,RHD
130663,RHOD
132838,RHOV
137043,RHOXF1
213551,RHOXF1-AS1
12839,RIMBP2
32106,RIMBP3
264593,RIMKLA
883936,RNASE10
644240,RNF103-CHMP3
261964,RNF128
815388,RNF165
636215,RNF182
68358,RNF208
452925,RNF212B
142108,RNF222
81667,RNU6ATAC35P
626043,ROBO4
273147,ROPN1L-AS1
140084,ROR2
142524,RORB
79525,RP1L1
98274,RPH3AL-AS1
266546,RPL26L1-AS1
275126,RPL36A-HNRNPH2
264630,RPRM
136687,RPS6KA6
150984,RPS6KB2-AS1
71670,RRAD
79194,RRH
148498,RRS1-DT
264783,RTL3
569768,RTN4R
272209,RUFY1-AS1
1003718,RUNDC3A
269027,RUNX3-AS1
86028,RUVBL1-AS1
434491,RYR2
637610,RYR3
709106,RYR3-DT
139365,S100A1
389508,S100A3
198885,SALL4
156604,SAMD12-AS1
147998,SAMMSON
83260,SAPCD1
85230,SAPCD1-AS1
636656,SATL1
262928,SAXO1
888747,SCAND3
140007,SCARA5
148401,SCARF2
85425,SCAT8
883027,SCG2
384684,SCG3
139898,SCG5
154403,SCGB1B2P
451406,SCGB1C1
463769,SCGB1C2
147032,SCMH1-DT
201913,SCN11A
209126,SCN1A-AS1
14565,SCN2A
196205,SCN4A
142262,SCN8A
77422,SCUBE1
136932,SEC14L3
446545,SEC14L5
146831,SEC61G-DT
62674,SELENBP1
126143,SEMA3B
127131,SEMA5A
898843,SENP3-EIF4A1
508271,SEPTIN3
636648,SEPTIN5
137597,SERPINC1
322589,SERPIND1
340001,SERTAD3-AS1
30289,SETBP1-DT
628517,SEZ6L2
191348,SFRP1
261435,SFRP5
82287,SFTA1P
820835,SFTPB
139912,SGSM1
775399,SH3PXD2A-AS1
201071,SH3RF2
458637,SH3TC2-DT
377435,SHB
200769,SHC3
508503,SHD
139689,SHH
883781,SHISA2
17148,SHISA3
146912,SHISA8
78171,SHOX2
148376,SIAH2-AS1
638601,SIAH3
828664,SIDT1-AS1
398113,SIGLEC10-AS2
79111,SIGLECL1
95558,SILC1
14651,SIX3
637173,SKOR1
510804,SLAMF9
322643,SLC10A1
645110,SLC10A5
511019,SLC13A4
624217,SLC16A2
507870,SLC18A1
261033,SLC1A1
880013,SLC1A2
140469,SLC22A13
137442,SLC22A2
437137,SLC22A23
138810,SLC22A3
90381,SLC22A31
202105,SLC23A1
636435,SLC25A21
151739,SLC25A21-AS1
264947,SLC25A41
74972,SLC26A4
140230,SLC26A5
270611,SLC26A5-AS1
632577,SLC27A6
14635,SLC28A2
78606,SLC2A14
142298,SLC2A7
273088,SLC2A9-AS1
137517,SLC30A3
152071,SLC30A4-AS1
191532,SLC30A8
261873,SLC34A1
203189,SLC35D3
17100,SLC35G5
151506,SLC38A2-AS1
139790,SLC39A2
644277,SLC41A3-AS1
633733,SLC44A3
138418,SLC44A5
139630,SLC45A2
31095,SLC46A2-AS1
1002863,SLC4A1
138148,SLC52A1
137011,SLC52A3
271945,SLC5A4-AS1
385151,SLC5A9
447576,SLC6A11
263372,SLC6A20
262377,SLC6A3
67392,SLC6A8
136929,SLC7A4
260295,SLC7A9
632085,SLC8A3
880195,SLC9A2
153706,SLC9A3R1-AS1
262075,SLC9A5
68857,SLCO2B1
1013736,SLFN14
264126,SLFNL1
77856,SLITRK5
79307,SLX1B
870114,SMAD5-AS1
8430,SMAD9
260509,SMC1B
7812,SMCO3
638897,SMCR2
257694,SMCR5
28723,SMG1-DT
460248,SMILR
5468,SMIM10L2A
901035,SMIM40
944166,SMIM43
655884,SMIM45
281211,SMYD3-IT1
138152,SNAP25
378790,SNCG
140444,SNTG2
867031,SNX7
147305,SNX9-AS1
201869,SOAT2
525170,SOCS3-DT
79686,SORCS2
139179,SORCS3
13164,SOX10
144841,SOX21-AS1
136440,SOX8
634253,SPAG17
79866,SPATA12
138943,SPATA25
140526,SPATA3
155910,SPATA31A7
141504,SPATA32
76876,SPATA9
37613,SPDYE17
260784,SPEF1
187719,SPEG
379500,SPIC
76946,SPIN2A
632857,SPINK4
448470,SPOCK1
7681,SPRN
1005998,SPTA1
147794,SPTBN1-AS2
635644,SPTBN2
139358,SPTBN4
279878,SRCIN1
517065,SRGAP2-AS1
14096,SRMS
264645,SRRM3
139118,SRSF12
510187,ST18
519223,ST3GAL6-AS1
620600,ST6GAL2
82829,ST7-AS1
34904,ST7-OT4
695848,STAR
140574,STARD6
4624,STEAP1B-AS1
128595,STEAP2
64790,STK32B
322172,STMN4
633288,STOML3
93947,STPG3-AS1
272022,STRC
152516,STUB1-DT
343622,STX18-IT1
637611,STYXL2
80617,SUCNR1
81447,SULT1A4
513759,SULT1C2
2244,SUSD5
636738,SV2B
818500,SV2C
272383,SV2C-AS1
152743,SWINGN
872294,SYBU
375274,SYCP2L
259301,SYNE4
137952,SYNGR3
275478,SYNJ2BP-COX16
275903,SYNM-AS1
276590,SYNM-AS2
76739,SYPL2
69225,SYT15
269095,SZT2-AS1
446520,TAF7L
141420,TAFA1
620720,TANC1
89066,TAS2R20
89192,TAS2R31
81696,TAS2R40
150812,TAS2R43
144570,TAS2R46
83580,TAX1BP1-AS1
884801,TBC1D28
527045,TBC1D3B
93780,TBC1D3D
79583,TBX1
449423,TBX10
94943,TCAF2C
637750,TCEAL5
636426,TCEAL7
140775,TCERG1L
76364,TCN1
510856,TDRD10
824305,TDRD15
67438,TDRP
130373,TEAD1
870582,TEAD3
131476,TEAD4
631989,TEKT2
632970,TEKT3
77172,TEKT5
88322,TENM2-AS1
77032,TENM4
149158,TERB1
882307,TERT
279978,TEX28
209851,TEX35
80596,TEX45
213363,TEX49
251493,TFAP2A
157100,TFAP2A-AS2
186835,TGFB2
197082,TGFBR3L
81763,TH2LCRR
94384,THBS1-AS1
145800,THBS3-AS1
582328,THBS4-AS1
149068,THEGL
451646,THEM5
149437,THOC3-AS1
627379,THSD1
623485,THSD7A
899582,THSD8
828452,TIAM1-AS1
445546,TIMP3
257512,TLCD3A
881607,TLCD3B
278577,TLCD4-RWDD3
22831,TLE1-DT
198784,TLL2
261300,TLX2
621566,TM4SF1
807228,TM4SF18-AS1
78187,TM4SF20
1003552,TMC5
265848,TMCO2
79733,TMEM105
633832,TMEM108
264946,TMEM132C
146029,TMEM139-AS1
78071,TMEM145
264781,TMEM151A
63347,TMEM178A
143368,TMEM213
757775,TMEM236
135900,TMEM238
153041,TMEM249
185974,TMEM54
144018,TMEM72-AS1
876673,TMEM98
141191,TMIE
67433,TMLHE-AS1
260594,TMPRSS11E
262166,TMPRSS4
882534,TMPRSS5
141838,TMPRSS6
140704,TMPRSS7
79033,TMPRSS9
212074,TNFRSF10A-AS1
942503,TNFRSF19
13914,TNFSF11
148818,TNFSF12-TNFSF13
880335,TNN
880163,TNNC1
261384,TNNT2
699251,TOMM20L
133474,TP53TG3D
82942,TP73-AS3
153043,TPBGL
138010,TPH1
264808,TPPP2
628302,TPSB2
632005,TPSD1
138173,TPTE2
151636,TRAV15
266889,TRAV9-1
148422,TRBV12-1
156178,TRBV17
143079,TRBV5-3
143088,TRBV5-7
149785,TRBV6-7
273747,TRBV6-8
143075,TRBV7-1
206709,TRBV7-5
149836,TRBV7-7
148151,TRBVB
66067,TREM2
22094,TRERNA1
266842,TRGV11
198579,TRHDE
452174,TRIM40
881518,TRIM55
263026,TRIM63
81105,TRIM71
644374,TRMT9B
819227,TRPC3
440253,TRPC6
640629,TRPM2-AS
74902,TRPM3
198569,TRPM5
249651,TRPM8
814538,TRPV3
75490,TRPV4
76059,TRPV5
70347,TSC22D1-AS1
140661,TSGA10IP
871405,TSPAN12
76155,TSPAN16
152628,TSPAN5-DT
128988,TSPAN7
632529,TSPO2
140903,TSSK6
69006,TTC36
508134,TTC39A
272235,TTC9-DT
202473,TTC9B
634561,TTLL10
142851,TTLL10-AS1
143330,TTLL13
136720,TUBA3D
636045,TUBAL3
870351,TUBB2B
624915,TUSC1
78775,UBQLNL
144304,UBXN7-AS1
205251,UCA1
77704,UCN
146565,UFL1-AS1
386311,UGT3A1
894048,UHRF1BP1L-DT
219620,UICLM
75525,ULBP1
408253,UMODL1-AS1
881058,UNC13C
952199,UNC5B-AS1
74156,UPB1
260982,UPK1A
86418,UPK3B
649205,UQCRFS1-DT
83798,USP12-DT
819893,USP43
154843,USP6NL-AS1
144843,UST-AS1
147399,UST-AS2
634583,VANGL2
399225,VASH1-DT
881314,VASH2
87228,VCAN-AS1
436522,VEGFC
451760,VEPH1
818753,VGF
635233,VPREB1
888995,VPS13A-AS1
811704,VSIG2
272056,VSIG8
138163,VSTM2L
814730,VTN
263570,VWA2
16870,VWA3A
139288,VWA5B1
156237,VWA8-AS1
78109,VWCE
200700,VWDE
140085,VXN
8400,WASF3
456955,WASF3-AS1
636707,WASIR1_ENSG00000185203
263626,WDR88
262323,WDR93
443119,WFDC1
320577,WFDC2
632852,WIPF3
129058,WNK3
74917,WNT11
80077,WNT7B
636463,WT1-AS
506817,WTIP
87732,WWC2-AS2
634617,XIRP2
81109,XKR4
836612,XKR5
90852,XKR7
265052,XKRX
84707,YEATS2-AS1
262598,ZAN
17075,ZBED2
148514,ZBED9-AS1
143676,ZBTB24-DT
145300,ZBTB46-AS2
407941,ZBTB7C-AS1
155464,ZBTB8B
142964,ZDHHC11B
407143,ZDHHC20-IT1
153264,ZFP3-DT
259446,ZNF112
637147,ZNF177
641590,ZNF197-AS1
628363,ZNF205
1022667,ZNF229
392033,ZNF25-DT
150697,ZNF286A-TBC1D26
890220,ZNF295-AS1
92885,ZNF30-AS1
145668,ZNF32-AS2
203779,ZNF385C
125994,ZNF385D
82332,ZNF385D-AS1
140910,ZNF454
284316,ZNF473CR
7436,ZNF503-AS2
137605,ZNF541
202265,ZNF556
823174,ZNF560
92701,ZNF628-DT
497385,ZNF662
262076,ZNF670-ZNF695
823052,ZNF679
191438,ZNF704
829013,ZNF709
79351,ZNF716
636368,ZNF804B
259741,ZNF837
148519,ZNF84-DT
513638,ZNF98
136558,ZPBP
17928,ZPBP2
77617,ZSWIM2
885284,ZYG11A
